百年河清;ひゃくねんかせい;/(exp) waiting for one hundred years for the waters of the Yellow River to clear/waiting in vain for an unlikely event/waiting for pigs to fly/When the sky falls, we shall catch larks./
年中行事;ねんちゅうぎょうじ;"/(n) (regular) annual event (function)/chief events of the year; annual festival/"
陣頭指揮;じんとうしき;/(n,vs) taking command of a corps in a battle/actively leading an army (a group)/
三角関係;さんかくかんけい;/(n) love triangle/eternal triangle/
水平思考;すいへいしこう;/(n) liberated thinking that is not bound to fixed ideas/
確乎不抜;かっこふばつ;/(n) being firm and unshakable (unwavering, unswerving, steadfastly resolute)/
千慮一失;せんりょいっしつ;/(n) mere slip by someone who is usually very careful/simple mistake by a wise person/point overlooked by a cautious person/
炉辺談話;ろへんだんわ;/(n) fireside chat/
一望千里;いちぼうせんり;/(n) sweeping view of the eye/boundless expanse/
波濤万里;はとうばんり;/(n) afar over the sea/crossing the oceans/(voyage to) faraway lands/
眼光紙背;がんこうしはい;/(n) reading between the lines/reading with penetrating insight/
半官半民;はんかんはんみん;/(n) semi-official/semi-public/semi-private/joint government-private/
小春日和;こはるびより;/(n) balmy autumn weather/warm spring-like weather in early winter/
独立不羈;どくりつふき;/(n) acting according to one's own beliefs, being undisturbed by others/
往事渺茫;おうじびょうぼう;/(adj-t,adv-to) memories of the past events being (becoming) far and distant/
非難囂囂;ひなんごうごう;/(adj-t,adv-to) enraged outcry/loud protest/being bitterly criticized by others/being loudly denounced by others/
百折不撓;ひゃくせつふとう;/(n) indefatigability/indomitableness/
百尺竿頭;ひゃくしゃくかんとう;/(n) (hyakusekikantou/hyakushakukantou)the highest state of one's enlightenment/the highest level one can attain/
遺憾千万;いかんせんばん;/(adj-na) highly regrettable/utterly deplorable/deeply chagrined/
横行跋扈;おうこうばっこ;/(n,vs) being rampant/(evildoers) roaming at will/
二枚看板;にまいかんばん;"/(n) the two leading actors (in a play)/the two star players; the two distinctive features/the two main items (attractions)/"
罵詈讒謗;ばりざんぼう;"/(n,vs) slander and abuse/speaking abusively of someone; reviling/vilification/"
伴食宰相;ばんしょくさいしょう;/(n) incompetent cabinet minister/figurehead minister/
名誉挽回;めいよばんかい;/(n,vs) restoring one's impaired reputation/regaining one's honor/redeeming oneself/
阿諛便佞;あゆべんねい;/(n,adj-no) flattery/adulation/sycophancy/
威風凛凛;いふうりんりん;"/(adj-t,adv-to) awe-inspiring/majestic/commanding/stately; with an imposing air/in a stately (dignified) manner/"
台風一過;たいふういっか;/(n) after the passage of a typhoon/(just) after a typhoon has blown over/
音信不通;おんしんふつう;/(n) (onshinfutsuu/inshinfutsuu)break in contact/not hearing from/having no communication with/
翻雲覆雨;ほんうんふくう;/(n) fickle friendship/
不得要領;ふとくようりょう;/(n,adj-na) vague/ambiguous/noncommittal/missing the essential point/(things that are) beside the point/
春宵一刻;しゅんしょういっこく;/(exp,n) A moment on a spring evening (is worth a thousand pieces of gold)./
純真無垢;じゅんしんむく;/(n,adj-na) pure and innocent/
薬石無効;やくせきむこう;/(n) neither medicines nor medical care having little effect on a patient/
我武者羅;がむしゃら;/(n,adj-na) reckless/daredevil/proceeding single-mindedly without regard to consequences/
三十六計;さんじゅうろっけい;/(exp,n) the 36 (ancient Chinese military) strategies (of which beating a retreat was considered the bHe who fights and runs away, may live to fight another day./He who fights and runs away, may live to fight another day./
二六時中;にろくじちゅう;/(n,adv) around the clock/at all hours/all day long/day and night/
四六時中;しろくじちゅう;/(n,adv) around the clock/at all hours/all day long/day and night/constantly/
雲集霧散;うんしゅうむさん;/(n,vs) (many things) gathering like clouds and vanishing like mist/swarming and scattering/
死中求活;しちゅうきゅうかつ;/(n) finding a way out of a potentially fatal situation/seeking a way out of a desperate situation/
蝸牛角上;かぎゅうかくじょう;/(n) trifling (fight)/storm in a teacup/(conflict) between small countries/
多種多様;たしゅたよう;"/(n,adj-na) a great variety of/all sorts or kinds of/diverse; multifarious/"
九十九折;つづらおり;/(n) winding/meandering/zigzag/sinuous/
九十九髪;つくもがみ;/(n) an old woman's gray hair/
英雄豪傑;えいゆうごうけつ;/(n) hero/warrior of matchless valor/heroic character/
知勇兼備;ちゆうけんび;/(n,vs) having both wisdom and courage (valor)/
有害無益;ゆうがいむえき;/(n,adj-na) doing more harm than good/being harmful and useless/
有形無形;ゆうけいむけい;/(n) tangible and intangible/material and spiritual/moral and material/
満場一致;まんじょういっち;/(n) the whole house (assembly, audience) being unanimous/with one voice/nemine contradicente/
小人閑居;しょうじんかんきょ;"/(exp,n) A small-minded person being idle (tends to do evil).; Idleness is the root of all evil./"
矯角殺牛;きょうかくさつぎゅう;/(exp,n) trying to straighten the horns of a bull, and killing it in the process/trying to correct a small defect and ruining the whole thing/The cure is worse than the disease./
純情可憐;じゅんじょうかれん;/(n,adj-na) pure of heart and beautiful/innocent and beautiful/
五穀豊穣;ごこくほうじょう;/(n) bumper (abundant) crop/huge harvest (of cereals)/
内政干渉;ないせいかんしょう;/(n) interference in the internal affairs of another country/
少数精鋭;しょうすうせいえい;/(n) the elect (select) few/
創業守成;そうぎょうしゅせい;/(n) starting an enterprise and (or) carrying it to final success/
名誉毀損;めいよきそん;/(n) defamation of character/libel/slander/character assassination/
傀儡政権;かいらいせいけん;/(n) puppet government (regime)/
一点一画;いってんいっかく;/(n) the i's and the t's/(not neglecting) the slightest detail/
人心一新;じんしんいっしん;/(n) radically change public sentiment/leading the thought of the people to an entirely different channel/
言文一致;げんぶんいっち;"/(n) unification of the written and spoken forms of a language; written in the spoken, as contrasted to the literary, language; colloquial style of writing/"
大喝一声;だいかついっせい;/(n,vs) shout in a thunderous voice/bluster out/
奇貨可居;きかおくべし;/(exp) You must seize every golden opportunity/Strike while the iron is hot/When you find a rare good buy, seize upon it for a future sale at a much higher price./
周知徹底;しゅうちてってい;/(n,vs) (something) being known to all/making (a matter) known to everyone/
電光朝露;でんこうちょうろ;/(n) fleetingness/evanescence/
重厚長大;じゅうこうちょうだい;/(n,adj-na) heavy, thick, long, and big (products)/massive and heavy (products)/heavy (manufacturing)/
一人当千;いちにんとうせん;/(n) (ichinintousen/ichinintouzen)being a match for a thousand/
狡兎三窟;こうとさんくつ;/(n) very shrewd in preparing a means of escape/being very good at escaping danger/
一味徒党;いちみととう;/(n) the whole party to a plot/the whole gang/fellow conspirators/
桃紅柳緑;とうこうりゅうりょく;/(n) beautiful scenery of spring/
前途有望;ぜんとゆうぼう;/(n,adj-na) promising (rosy, bright) future/offering promising prospects/
好機到来;こうきとうらい;/(exp,n) an opportunity presenting itself/A good chance has come./
十年一昔;じゅうねんひとむかし;/(exp,n) Ten years is a long time./(expression suggesting that) the pace of change makes ten years back seem like ancient history/
伏竜鳳雛;ふくりょうほうすう;/(n) gifted young person who shows much promise/unrecognized genius/great person whose talent is hidden under a bushel/
厳正中立;げんせいちゅうりつ;/(n,adj-na) strict neutrality/
匹夫匹婦;ひっぷひっぷ;/(n) men and women of humble position/common people/
四百四病;しひゃくしびょう;/(n) every type of disease/every disease under the sun/
百戦百勝;ひゃくせんひゃくしょう;"/(n) being ever-victorious/winning battle after battle; invincibility/"
百人百様;ひゃくにんひゃくよう;/(exp,n) So many men, so many ways/to each one's own/It takes all sorts to make a world./
飛花落葉;ひからくよう;/(exp,n) Blossoms fall and leaves scatter./the evanescence (impermanence) of worldly things/
一暴十寒;いちばくじっかん;/(exp) Bursts of exertion will fail to bear fruit if interrupted by long periods of idleness/Strenuous efforts, unless sustained, are to no avail. (Mencius)/
万世一系;ばんせいいっけい;/(n) unbroken imperial line/unbroken line of sovereigns/
烏兎匆匆;うとそうそう;/(exp,n) days and nights passing by quickly/months and years flying by/Time flies./
富貴浮雲;ふうきふうん;"/(exp,n) Riches and honors are as fleeting as floating clouds.; Fortune and fame are here today, gone tomorrow./"
三者三様;さんしゃさんよう;/(n) each of the three being different from the other two/each of the three having his (her) own way/
人心収攬;じんしんしゅうらん;/(n) winning the hearts of the people/capturing public sentiment/
和衷協同;わちゅうきょうどう;/(n,vs) harmonious cooperation/in close cooperation/
花紅柳緑;かこうりゅうりょく;"/(n) red blossoms and green willows/beautiful scenery of spring; natural beauty/beauty of nature/"
硝煙弾雨;しょうえんだんう;/(n) the smoke of powder and hail of bullets/(in) the thick of the raging battle/
一上一下;いちじょういちげ;/(n,vs) up and down/
着眼大局;ちゃくがんたいきょく;/(n) having an eye to the big picture/taking a broad view of things/concentrating on the main issue/seeing in perspective/
虚実皮膜;きょじつひまく;/(exp,n) the difference between truth and fiction in art being very subtle/Art abides in a realm that is neither truth nor fiction./
嘉辰令月;かしんれいげつ;/(n) auspicious date/
断崖絶壁;だんがいぜっぺき;/(n) precipitous cliff/sheer precipice/
冷暖自知;れいだんじち;/(exp) {Buddh} spiritual enlightenment only comes through personal experience/
怨憎会苦;おんぞうえく;/(n) (Buddh) the pain of meeting people one dislikes/
百八煩悩;ひゃくはちぼんのう;/(n) (Buddh) the 108 kleshas/the 108 afflictions/
造次顛沛;ぞうじてんぱい;/(n) (a) moment/
面壁九年;めんぺきくねん;/(n) (Buddh) facing a wall for nine years in meditation (by Bodhidharma at Shaolin Temple)/
